transaction_id,merchant_id,transaction_date,amount,currency,status,payment_method,transaction_type,fee_charged
4657,1,2023-11-06,14926779,NGN,failed,card,payment,0
4658,1,2023-11-05,7777115,NGN,successful,ussd,payment,54439.81
4659,1,2023-11-15,13074912,NGN,successful,bank_transfer,payment,91524.38
4660,1,2023-11-20,2438091,NGN,successful,ussd,payment,17066.64
4661,1,2023-11-12,6218413,NGN,successful,ussd,payment,43528.89
4662,1,2023-11-25,14350722,NGN,successful,card,payment,100455.05
4663,1,2023-11-06,1136981,NGN,successful,ussd,payment,7958.87
4664,1,2023-11-15,8549776,NGN,successful,bank_transfer,payment,59848.43
4665,1,2023-11-13,10071373,NGN,successful,mobile_money,payment,70499.61
4666,1,2023-11-07,14244492,NGN,successful,ussd,payment,99711.44
4667,1,2023-11-27,5264854,NGN,failed,ussd,payment,0
4668,1,2023-11-24,1953841,NGN,successful,mobile_money,payment,13676.89
4669,1,2023-11-06,3895555,NGN,successful,card,payment,27268.88
4670,1,2023-11-12,12874610,NGN,successful,bank_transfer,payment,90122.27
4671,1,2023-11-19,13748792,NGN,successful,card,payment,96241.54
4672,1,2023-11-18,13213640,NGN,successful,bank_transfer,payment,92495.48
4673,1,2023-11-11,5255955,NGN,successful,card,payment,36791.68
4674,1,2023-11-14,13764188,NGN,pending,bank_transfer,payment,0
4675,1,2023-11-03,14743433,NGN,successful,bank_transfer,payment,103204.03
4676,1,2023-11-27,9899175,NGN,successful,bank_transfer,payment,69294.23
4677,1,2023-11-28,8910357,NGN,successful,bank_transfer,payment,62372.5
4678,1,2023-11-17,4335402,NGN,successful,card,payment,30347.81
4679,1,2023-11-01,13337217,NGN,successful,card,payment,93360.52
4680,1,2023-11-08,11935765,NGN,successful,mobile_money,payment,83550.35
4681,1,2023-11-19,14547983,NGN,successful,card,payment,101835.88
4682,1,2023-11-01,5716157,NGN,successful,mobile_money,payment,40013.1
4683,1,2023-11-23,9420476,NGN,failed,mobile_money,payment,0
4684,1,2023-11-05,7074393,NGN,successful,bank_transfer,payment,49520.75
4685,1,2023-11-12,5194972,NGN,successful,mobile_money,payment,36364.8
4686,1,2023-11-27,8550491,NGN,successful,mobile_money,payment,59853.44
4687,1,2023-11-02,11699526,NGN,successful,bank_transfer,payment,81896.68
4688,1,2023-11-06,6210042,NGN,successful,bank_transfer,payment,43470.29
4689,1,2023-11-19,4340924,NGN,pending,card,payment,0
4690,1,2023-11-17,11029724,NGN,successful,bank_transfer,payment,77208.07
4691,1,2023-11-23,8948036,NGN,successful,mobile_money,payment,62636.25
4692,1,2023-11-09,9704891,NGN,successful,ussd,payment,67934.24
4693,1,2023-11-26,13370337,NGN,successful,ussd,payment,93592.36
4694,1,2023-11-25,7793376,NGN,successful,mobile_money,payment,54553.63
4695,1,2023-11-26,13757830,NGN,successful,bank_transfer,payment,96304.81
4696,1,2023-11-04,12017952,NGN,successful,card,payment,84125.66
4697,1,2023-11-17,8060564,NGN,successful,bank_transfer,payment,56423.95
4698,1,2023-11-03,11583287,NGN,failed,bank_transfer,payment,0
4699,1,2023-11-03,5369681,NGN,successful,ussd,payment,37587.77
4700,1,2023-11-28,10293750,NGN,successful,ussd,payment,72056.25
4701,1,2023-11-20,4185037,NGN,successful,mobile_money,payment,29295.26
4702,1,2023-11-06,10556779,NGN,successful,bank_transfer,payment,73897.45
4703,1,2023-11-18,6781359,NGN,successful,ussd,payment,47469.51
4704,1,2023-11-09,9751474,NGN,successful,bank_transfer,payment,68260.32
4705,1,2023-11-25,14608653,NGN,failed,card,payment,0
4706,1,2023-11-26,10205637,NGN,successful,bank_transfer,payment,71439.46
4707,1,2023-11-10,8474151,NGN,successful,bank_transfer,payment,59319.06
4708,1,2023-11-15,6688145,NGN,successful,bank_transfer,payment,46817.01
4709,1,2023-11-23,2701133,NGN,successful,mobile_money,payment,18907.93
4710,1,2023-11-03,5343571,NGN,failed,bank_transfer,payment,0
4711,1,2023-11-10,4470346,NGN,successful,bank_transfer,payment,31292.42
4712,1,2023-11-02,7638716,NGN,successful,ussd,payment,53471.01
4713,1,2023-11-20,5516298,NGN,successful,ussd,payment,38614.09
4714,1,2023-11-01,10497110,NGN,successful,bank_transfer,payment,73479.77
4715,1,2023-11-11,9498310,NGN,successful,ussd,payment,66488.17
4716,1,2023-11-13,14126087,NGN,successful,bank_transfer,payment,98882.61
4717,1,2023-11-26,557629,NGN,successful,bank_transfer,payment,3903.4
4718,1,2023-11-08,9639649,NGN,successful,card,payment,67477.54
4719,1,2023-11-14,4916833,NGN,failed,card,payment,0
4720,1,2023-11-05,746100,NGN,successful,bank_transfer,payment,5222.7
4721,1,2023-11-19,13618196,NGN,successful,card,payment,95327.37
4722,1,2023-11-11,3042947,NGN,successful,bank_transfer,payment,21300.63
4723,1,2023-11-08,2406969,NGN,successful,mobile_money,payment,16848.78
4724,1,2023-11-07,10406402,NGN,successful,ussd,payment,72844.81
4725,1,2023-11-11,10955740,NGN,successful,mobile_money,payment,76690.18
4726,1,2023-11-04,12912154,NGN,successful,card,refund,90385.08
4727,1,2023-11-26,13655528,NGN,successful,bank_transfer,payment,95588.7
4728,1,2023-11-26,4524547,NGN,successful,bank_transfer,payment,31671.83
4729,1,2023-11-27,12181665,NGN,failed,card,payment,0
4730,1,2023-11-05,4222329,NGN,successful,card,payment,29556.3
4731,1,2023-11-18,12432315,NGN,successful,mobile_money,payment,87026.21
4732,1,2023-11-08,11975104,NGN,successful,ussd,payment,83825.73
4733,1,2023-11-10,9603685,NGN,failed,bank_transfer,payment,0
4734,1,2023-11-13,8161840,NGN,successful,ussd,payment,57132.88
4735,1,2023-11-02,7026594,NGN,successful,bank_transfer,payment,49186.16
4736,1,2023-11-04,10289838,NGN,successful,mobile_money,payment,72028.87
4737,1,2023-11-20,12255578,NGN,successful,mobile_money,payment,85789.05
4738,1,2023-11-11,13439380,NGN,successful,ussd,payment,94075.66
4739,1,2023-11-22,12559078,NGN,successful,card,payment,87913.55
4740,1,2023-11-12,9025391,NGN,successful,mobile_money,payment,63177.74
4741,1,2023-11-17,3079441,NGN,successful,mobile_money,payment,21556.09
4742,1,2023-11-11,7367716,NGN,successful,mobile_money,payment,51574.01
4743,1,2023-11-14,2882158,NGN,successful,bank_transfer,payment,20175.11
4744,1,2023-11-04,1814107,NGN,successful,card,payment,12698.75
4745,1,2023-11-21,12641083,NGN,successful,bank_transfer,payment,88487.58
4746,1,2023-11-13,2899385,NGN,successful,bank_transfer,payment,20295.69
4747,1,2023-11-27,7554435,NGN,successful,card,payment,52881.04
4748,1,2023-11-22,914015,NGN,successful,ussd,payment,6398.1
4749,1,2023-11-25,6299668,NGN,successful,card,payment,44097.68
4750,1,2023-11-20,13016846,NGN,successful,ussd,payment,91117.92
4751,1,2023-11-27,13369990,NGN,successful,ussd,payment,93589.93
4752,1,2023-11-14,9679827,NGN,pending,mobile_money,payment,0
4753,1,2023-11-19,1068711,NGN,successful,ussd,payment,7480.98
4754,1,2023-11-23,1101206,NGN,successful,ussd,payment,7708.44
4755,1,2023-11-22,9222419,NGN,successful,ussd,payment,64556.93
4756,1,2023-11-27,11642075,NGN,successful,bank_transfer,payment,81494.52
4757,1,2023-11-08,13827296,NGN,failed,ussd,payment,0
4758,1,2023-11-25,12309901,NGN,successful,ussd,payment,86169.31
4759,1,2023-11-19,8849337,NGN,successful,ussd,payment,61945.36
4760,1,2023-11-08,13355140,NGN,successful,card,payment,93485.98
4761,1,2023-11-14,7769082,NGN,successful,card,payment,54383.57
4762,1,2023-11-05,3972286,NGN,successful,mobile_money,payment,27806
4763,1,2023-11-18,13184443,NGN,failed,ussd,payment,0
4764,1,2023-11-20,3161061,NGN,successful,ussd,payment,22127.43
4765,1,2023-11-19,9087281,NGN,successful,card,payment,63610.97
4766,1,2023-11-26,8969185,NGN,successful,bank_transfer,payment,62784.29
4767,1,2023-11-25,8062688,NGN,successful,ussd,payment,56438.82
4768,1,2023-11-24,3935488,NGN,successful,mobile_money,payment,27548.42
4769,1,2023-11-04,2916466,NGN,failed,card,payment,0
4770,1,2023-11-12,4304552,NGN,successful,card,payment,30131.86
4771,1,2023-11-26,12208249,NGN,successful,mobile_money,payment,85457.74
4772,1,2023-11-26,9120210,NGN,successful,bank_transfer,payment,63841.47
4773,1,2023-11-02,8937455,NGN,successful,mobile_money,payment,62562.18
4774,1,2023-11-01,13490020,NGN,successful,ussd,payment,94430.14
4775,1,2023-11-01,5361191,NGN,failed,card,payment,0
4776,1,2023-11-13,7536794,NGN,pending,card,payment,0
4777,1,2023-11-10,13394535,NGN,successful,bank_transfer,payment,93761.74
4778,1,2023-11-24,1808604,NGN,successful,mobile_money,payment,12660.23
4779,1,2023-11-19,3246019,NGN,successful,card,payment,22722.13
4780,1,2023-11-15,7665152,NGN,successful,bank_transfer,payment,53656.06
4781,1,2023-11-06,12137871,NGN,successful,ussd,payment,84965.1
4782,1,2023-11-20,11389917,NGN,successful,bank_transfer,payment,79729.42
4783,1,2023-11-27,14836820,NGN,successful,ussd,payment,103857.74
4784,1,2023-11-15,6054780,NGN,successful,mobile_money,payment,42383.46
4785,1,2023-11-01,10791364,NGN,successful,mobile_money,refund,75539.55
4786,1,2023-11-20,2486887,NGN,successful,ussd,payment,17408.21
4787,1,2023-11-08,5824558,NGN,successful,card,payment,40771.91
4788,1,2023-11-28,5744463,NGN,successful,ussd,payment,40211.24
4789,1,2023-11-20,8918161,NGN,successful,card,payment,62427.13
4790,1,2023-11-07,1777184,NGN,successful,card,payment,12440.29
4791,1,2023-11-22,11936395,NGN,successful,bank_transfer,payment,83554.76
4792,1,2023-11-15,11898730,NGN,successful,mobile_money,payment,83291.11
4793,1,2023-11-14,13213563,NGN,successful,ussd,payment,92494.94
4794,1,2023-11-09,906874,NGN,successful,card,payment,6348.12
4795,1,2023-11-09,14223463,NGN,successful,card,payment,99564.24
4796,1,2023-11-05,4016746,NGN,successful,mobile_money,payment,28117.22
4797,1,2023-11-19,12167493,NGN,successful,ussd,payment,85172.45
4798,1,2023-11-14,10239297,NGN,successful,bank_transfer,payment,71675.08
4799,1,2023-11-20,8709392,NGN,successful,mobile_money,payment,60965.74
4800,1,2023-11-07,4807023,NGN,successful,ussd,payment,33649.16
4801,1,2023-11-27,6461571,NGN,successful,ussd,payment,45231
4802,1,2023-11-01,3434200,NGN,successful,ussd,payment,24039.4
4803,1,2023-11-18,5298158,NGN,failed,card,payment,0
4804,1,2023-11-23,2551022,NGN,successful,mobile_money,payment,17857.15
4805,1,2023-11-28,5792094,NGN,successful,bank_transfer,payment,40544.66
4806,1,2023-11-23,9080675,NGN,successful,bank_transfer,payment,63564.72
4807,1,2023-11-07,4685741,NGN,successful,ussd,payment,32800.19
4808,1,2023-11-19,6439067,NGN,successful,mobile_money,payment,45073.47
4809,1,2023-11-26,1040308,NGN,failed,ussd,payment,0
4810,1,2023-11-15,14036074,NGN,failed,card,payment,0
4811,1,2023-11-17,4041833,NGN,successful,ussd,payment,28292.83
4812,1,2023-11-17,11487591,NGN,successful,mobile_money,payment,80413.14
4813,1,2023-11-03,1099976,NGN,successful,card,payment,7699.83
4814,1,2023-11-01,6229817,NGN,successful,mobile_money,payment,43608.72
4815,1,2023-11-08,1576954,NGN,successful,mobile_money,payment,11038.68
4816,1,2023-11-25,2289110,NGN,successful,bank_transfer,payment,16023.77
4817,1,2023-11-26,3458599,NGN,successful,ussd,refund,24210.19
4818,1,2023-11-03,3429163,NGN,successful,card,payment,24004.14
4819,1,2023-11-08,1887017,NGN,successful,ussd,payment,13209.12
4820,1,2023-11-05,9437975,NGN,successful,card,payment,66065.82
4821,1,2023-11-12,4681545,NGN,successful,mobile_money,payment,32770.82
4822,1,2023-11-01,1366474,NGN,successful,ussd,payment,9565.32
4823,1,2023-11-25,11818055,NGN,successful,ussd,payment,82726.38
4824,1,2023-11-23,11211674,NGN,pending,mobile_money,payment,0
4825,1,2023-12-03,13698507,NGN,successful,card,payment,95889.55
4826,1,2023-12-13,3515177,NGN,failed,card,payment,0
4827,1,2023-12-17,9654255,NGN,failed,bank_transfer,payment,0
4828,1,2023-12-18,9143432,NGN,successful,card,payment,64004.02
4829,1,2023-12-20,7095350,NGN,successful,card,payment,49667.45
4830,1,2023-12-23,4242792,NGN,successful,card,payment,29699.54
4831,1,2023-12-13,1770484,NGN,failed,card,payment,0
4832,1,2023-12-26,12581670,NGN,successful,bank_transfer,payment,88071.69
4833,1,2023-12-04,13276401,NGN,failed,ussd,payment,0
4834,1,2023-12-06,7827305,NGN,successful,card,payment,54791.14
4835,1,2023-12-05,13502713,NGN,successful,ussd,payment,94518.99
4836,1,2023-12-07,3704904,NGN,successful,ussd,payment,25934.33
4837,1,2023-12-25,4018144,NGN,failed,bank_transfer,payment,0
4838,1,2023-12-09,13567702,NGN,successful,ussd,payment,94973.91
4839,1,2023-12-25,9624142,NGN,successful,mobile_money,payment,67368.99
4840,1,2023-12-14,12533091,NGN,successful,mobile_money,payment,87731.64
4841,1,2023-12-04,7026142,NGN,successful,bank_transfer,payment,49182.99
4842,1,2023-12-01,8138795,NGN,successful,mobile_money,payment,56971.57
4843,1,2023-12-17,8008280,NGN,successful,mobile_money,payment,56057.96
4844,1,2023-12-28,2041746,NGN,successful,card,payment,14292.22
4845,1,2023-12-10,3187147,NGN,successful,ussd,payment,22310.03
4846,1,2023-12-04,3092000,NGN,successful,mobile_money,payment,21644
4847,1,2023-12-15,9820746,NGN,successful,bank_transfer,payment,68745.22
4848,1,2023-12-28,12887635,NGN,successful,mobile_money,payment,90213.45
4849,1,2023-12-15,10779187,NGN,successful,mobile_money,payment,75454.31
4850,1,2023-12-06,12130018,NGN,successful,ussd,payment,84910.13
4851,1,2023-12-06,2857798,NGN,successful,card,payment,20004.59
4852,1,2023-12-17,8916403,NGN,successful,bank_transfer,payment,62414.82
4853,1,2023-12-16,8719269,NGN,successful,mobile_money,payment,61034.88
4854,1,2023-12-10,12938598,NGN,successful,mobile_money,payment,90570.19
4855,1,2023-12-28,9611271,NGN,failed,card,payment,0
4856,1,2023-12-21,8400587,NGN,successful,mobile_money,payment,58804.11
4857,1,2023-12-18,13925164,NGN,successful,mobile_money,payment,97476.15
4858,1,2023-12-26,5822640,NGN,pending,ussd,payment,0
4859,1,2023-12-09,14351295,NGN,successful,bank_transfer,payment,100459.07
4860,1,2023-12-19,5318748,NGN,successful,bank_transfer,payment,37231.24
4861,1,2023-12-20,8594413,NGN,successful,ussd,payment,60160.89
4862,1,2023-12-15,14925924,NGN,successful,ussd,payment,104481.47
4863,1,2023-12-19,11118833,NGN,successful,ussd,payment,77831.83
4864,1,2023-12-07,14874022,NGN,successful,mobile_money,payment,104118.15
4865,1,2023-12-19,12914159,NGN,successful,ussd,payment,90399.11
4866,1,2023-12-07,8037951,NGN,successful,bank_transfer,payment,56265.66
4867,1,2023-12-04,4315010,NGN,failed,ussd,payment,0
4868,1,2023-12-21,13897557,NGN,pending,mobile_money,payment,0
4869,1,2023-12-07,13021971,NGN,successful,card,payment,91153.8
4870,1,2023-12-20,3049404,NGN,successful,card,payment,21345.83
4871,1,2023-12-04,13648562,NGN,successful,mobile_money,payment,95539.93
4872,1,2023-12-01,14108755,NGN,successful,bank_transfer,payment,98761.29
4873,1,2023-12-13,9756110,NGN,successful,card,payment,68292.77
4874,1,2023-12-02,3965740,NGN,successful,mobile_money,payment,27760.18
4875,1,2023-12-28,11015152,NGN,failed,card,payment,0
4876,1,2023-12-02,3230633,NGN,successful,bank_transfer,payment,22614.43
4877,1,2023-12-14,7642990,NGN,successful,ussd,payment,53500.93
4878,1,2023-12-24,6627048,NGN,successful,mobile_money,payment,46389.34
4879,1,2023-12-13,10176670,NGN,successful,ussd,payment,71236.69
4880,1,2023-12-22,9852579,NGN,successful,ussd,payment,68968.05
4881,1,2023-12-13,887821,NGN,successful,ussd,payment,6214.75
4882,1,2023-12-24,8422637,NGN,successful,mobile_money,payment,58958.46
4883,1,2023-12-26,11692962,NGN,successful,ussd,refund,81850.73
4884,1,2023-12-02,11577575,NGN,successful,card,payment,81043.02
4885,1,2023-12-13,7018770,NGN,successful,mobile_money,refund,49131.39
4886,1,2023-12-08,5963124,NGN,successful,bank_transfer,payment,41741.87
4887,1,2023-12-06,13268800,NGN,successful,ussd,payment,92881.6
4888,1,2023-12-24,14002561,NGN,failed,card,payment,0
4889,1,2023-12-01,6998887,NGN,successful,card,payment,48992.21
4890,1,2023-12-23,1491601,NGN,successful,bank_transfer,payment,10441.21
4891,1,2023-12-14,6277989,NGN,successful,ussd,payment,43945.92
4892,1,2023-12-25,11447394,NGN,failed,card,payment,0
4893,1,2023-12-27,7005468,NGN,failed,card,payment,0
4894,1,2023-12-24,9154076,NGN,successful,bank_transfer,payment,64078.53
4895,1,2023-12-08,7263839,NGN,pending,card,payment,0
4896,1,2023-12-19,4288229,NGN,successful,card,payment,30017.6
4897,1,2023-12-03,12746882,NGN,successful,bank_transfer,payment,89228.17
4898,1,2023-12-24,13570006,NGN,successful,bank_transfer,payment,94990.04
4899,1,2023-12-26,3866722,NGN,successful,mobile_money,payment,27067.05
4900,1,2023-12-23,5702908,NGN,successful,mobile_money,payment,39920.36
4901,1,2023-12-19,12309837,NGN,successful,bank_transfer,payment,86168.86
4902,1,2023-12-21,3411945,NGN,successful,ussd,payment,23883.62
4903,1,2023-12-17,11649998,NGN,successful,card,payment,81549.99
4904,1,2023-12-10,8743372,NGN,successful,mobile_money,payment,61203.6
4905,1,2023-12-03,3530641,NGN,successful,ussd,payment,24714.49
4906,1,2023-12-19,14555254,NGN,successful,card,payment,101886.78
4907,1,2023-12-03,3997778,NGN,successful,mobile_money,payment,27984.45
4908,1,2023-12-10,993770,NGN,successful,ussd,payment,6956.39
4909,1,2023-12-11,10565945,NGN,failed,card,payment,0
4910,1,2023-12-19,3290403,NGN,pending,card,payment,0
4911,1,2023-12-25,8444548,NGN,successful,mobile_money,payment,59111.84
4912,1,2023-12-04,14728873,NGN,successful,ussd,refund,103102.11
4913,1,2023-12-18,11284024,NGN,pending,card,payment,0
4914,1,2023-12-20,12542427,NGN,successful,card,payment,87796.99
4915,1,2023-12-19,6362989,NGN,successful,mobile_money,payment,44540.92
4916,1,2023-12-08,4512049,NGN,successful,ussd,payment,31584.34
4917,1,2023-12-20,3745844,NGN,successful,mobile_money,payment,26220.91
4918,1,2023-12-10,7227420,NGN,successful,bank_transfer,payment,50591.94
4919,1,2023-12-10,11347302,NGN,successful,bank_transfer,payment,79431.11
4920,1,2023-12-05,6280034,NGN,successful,ussd,payment,43960.24
4921,1,2023-12-24,13178449,NGN,pending,ussd,payment,0
4922,1,2023-12-05,1296811,NGN,successful,mobile_money,payment,9077.68
4923,1,2023-12-15,6592909,NGN,successful,mobile_money,payment,46150.36
4924,1,2023-12-27,11764264,NGN,successful,ussd,payment,82349.85
4925,1,2023-12-22,10444241,NGN,successful,ussd,payment,73109.69
4926,1,2023-12-11,4236780,NGN,successful,ussd,refund,29657.46
4927,1,2023-12-09,7806273,NGN,successful,card,payment,54643.91
4928,1,2023-12-23,2383672,NGN,successful,bank_transfer,payment,16685.7
4929,1,2023-12-18,12515537,NGN,successful,ussd,payment,87608.76
4930,1,2023-12-07,1407776,NGN,failed,bank_transfer,payment,0
4931,1,2023-12-05,6106107,NGN,successful,bank_transfer,payment,42742.75
4932,1,2023-12-20,3621408,NGN,successful,bank_transfer,payment,25349.86
4933,1,2023-12-03,7854789,NGN,successful,ussd,payment,54983.52
4934,1,2023-12-20,10016003,NGN,pending,bank_transfer,payment,0
4935,1,2023-12-18,7252015,NGN,successful,mobile_money,payment,50764.11
4936,1,2023-12-15,3862804,NGN,successful,card,payment,27039.63
4937,1,2023-12-11,14864503,NGN,successful,ussd,payment,104051.52
4938,1,2023-12-02,8874361,NGN,successful,ussd,payment,62120.53
4939,1,2023-12-01,8900099,NGN,successful,card,payment,62300.69
4940,1,2023-12-18,10876149,NGN,successful,mobile_money,payment,76133.04
4941,1,2023-12-03,8197152,NGN,successful,bank_transfer,payment,57380.06
4942,1,2023-12-09,9703256,NGN,successful,bank_transfer,payment,67922.79
4943,1,2023-12-25,7919021,NGN,successful,ussd,payment,55433.15
4944,1,2023-12-19,12087757,NGN,successful,mobile_money,payment,84614.3
4945,1,2023-12-13,10723457,NGN,successful,card,payment,75064.2
4946,1,2023-12-06,1769964,NGN,successful,card,payment,12389.75
4947,1,2023-12-12,14502680,NGN,successful,ussd,payment,101518.76
4948,1,2023-12-06,1214616,NGN,successful,card,payment,8502.31
4949,1,2023-12-09,6144495,NGN,successful,bank_transfer,payment,43011.46
4950,1,2023-12-09,743141,NGN,failed,card,payment,0
4951,1,2023-12-26,6153035,NGN,successful,bank_transfer,payment,43071.25
4952,1,2023-12-06,2173275,NGN,successful,ussd,payment,15212.92
4953,1,2023-12-13,2083677,NGN,failed,ussd,payment,0
4954,1,2023-12-22,3558213,NGN,successful,mobile_money,payment,24907.49
4955,1,2023-12-03,9032273,NGN,successful,card,payment,63225.91
4956,1,2023-12-19,2749431,NGN,successful,bank_transfer,payment,19246.02
4957,1,2023-12-06,13316396,NGN,successful,bank_transfer,payment,93214.77
4958,1,2023-12-09,12643298,NGN,successful,bank_transfer,payment,88503.09
4959,1,2023-12-21,3161879,NGN,successful,mobile_money,payment,22133.15
4960,1,2023-12-16,12904855,NGN,successful,ussd,payment,90333.99
4961,1,2023-12-06,3899155,NGN,successful,bank_transfer,payment,27294.08
4962,1,2023-12-27,1999758,NGN,successful,bank_transfer,payment,13998.31
4963,1,2023-12-04,1434913,NGN,pending,card,payment,0
4964,1,2023-12-06,12127189,NGN,successful,ussd,payment,84890.32
4965,1,2023-12-20,14909932,NGN,successful,ussd,payment,104369.52
4966,1,2023-12-01,8413288,NGN,successful,card,payment,58893.02
4967,1,2023-12-07,13888233,NGN,successful,ussd,payment,97217.63
4968,1,2023-12-14,13289907,NGN,successful,mobile_money,payment,93029.35
4969,1,2023-12-10,3984022,NGN,successful,card,payment,27888.15
4970,1,2023-12-20,8130692,NGN,successful,bank_transfer,payment,56914.84
4971,1,2023-12-20,6979032,NGN,successful,bank_transfer,payment,48853.22
4972,1,2023-12-24,7815537,NGN,failed,card,payment,0
4973,1,2023-12-11,14733520,NGN,successful,mobile_money,payment,103134.64
4974,1,2023-12-20,2994569,NGN,successful,mobile_money,payment,20961.98
4975,1,2023-12-22,3396416,NGN,successful,bank_transfer,payment,23774.91
4976,1,2023-12-13,10260149,NGN,successful,bank_transfer,payment,71821.04
4977,1,2023-12-10,11004996,NGN,successful,ussd,payment,77034.97
4978,1,2023-12-21,4902795,NGN,successful,mobile_money,payment,34319.57
4979,1,2023-12-25,8587393,NGN,successful,mobile_money,payment,60111.75
4980,1,2023-12-15,2690932,NGN,successful,mobile_money,refund,18836.52
4981,1,2023-12-04,10493254,NGN,successful,mobile_money,payment,73452.78
4982,1,2023-12-18,13651664,NGN,successful,ussd,payment,95561.65
4983,1,2023-12-26,13401180,NGN,successful,ussd,payment,93808.26
4984,1,2023-12-04,4200693,NGN,successful,ussd,payment,29404.85
4985,1,2023-12-25,2722908,NGN,successful,bank_transfer,payment,19060.36
4986,1,2023-12-19,3059660,NGN,successful,bank_transfer,payment,21417.62
4987,1,2023-12-27,1017494,NGN,successful,card,payment,7122.46
4988,1,2023-12-27,3912990,NGN,successful,ussd,payment,27390.93
4989,1,2023-12-02,5066250,NGN,successful,ussd,payment,35463.75
4990,1,2023-12-06,1466685,NGN,successful,ussd,refund,10266.79
4991,1,2023-12-09,6675785,NGN,successful,card,payment,46730.5
4992,1,2023-12-21,2158378,NGN,successful,mobile_money,payment,15108.65
4993,1,2023-12-07,1322662,NGN,successful,card,payment,9258.63
4994,1,2023-12-11,13790789,NGN,successful,card,payment,96535.52
4995,1,2023-12-26,10128411,NGN,successful,mobile_money,payment,70898.88
4996,1,2023-12-21,6717484,NGN,successful,card,payment,47022.39
4997,1,2023-12-15,8848749,NGN,successful,bank_transfer,payment,61941.24
4998,1,2023-12-19,3332670,NGN,successful,ussd,payment,23328.69
4999,1,2023-12-02,5651702,NGN,successful,bank_transfer,payment,39561.91
5000,1,2023-12-24,6197848,NGN,failed,ussd,payment,0
5001,1,2023-12-18,5351918,NGN,successful,card,payment,37463.43
5002,1,2023-12-20,1435446,NGN,successful,card,payment,10048.12
5003,1,2023-12-09,7477943,NGN,successful,bank_transfer,payment,52345.6
5004,1,2023-12-03,14762796,NGN,successful,ussd,refund,103339.57
5005,1,2023-12-16,12618454,NGN,successful,bank_transfer,payment,88329.18
5006,1,2023-12-10,5220719,NGN,successful,bank_transfer,payment,36545.03
5007,1,2023-12-12,7430918,NGN,successful,mobile_money,payment,52016.43
5008,1,2023-12-27,14241115,NGN,successful,mobile_money,payment,99687.8
5009,1,2023-12-14,6669632,NGN,successful,bank_transfer,payment,46687.42
5010,1,2023-12-10,6033982,NGN,successful,card,payment,42237.87
5011,1,2023-12-13,8200324,NGN,failed,mobile_money,payment,0
5012,1,2023-12-24,5229898,NGN,successful,card,payment,36609.29
5013,1,2023-12-17,14468978,NGN,successful,mobile_money,payment,101282.85
5014,1,2023-12-08,13078243,NGN,successful,bank_transfer,payment,91547.7
5015,1,2023-12-17,13988311,NGN,successful,card,payment,97918.18
5016,1,2023-12-12,5546461,NGN,failed,bank_transfer,payment,0
5017,1,2023-12-13,3194922,NGN,failed,mobile_money,payment,0
5018,1,2023-12-18,9015571,NGN,successful,mobile_money,payment,63109
5019,1,2023-12-05,1912338,NGN,successful,bank_transfer,payment,13386.37
5020,1,2023-12-05,4905845,NGN,successful,card,payment,34340.92
5021,1,2023-12-25,8454820,NGN,successful,ussd,payment,59183.74
5022,1,2023-12-13,9501114,NGN,failed,mobile_money,payment,0
5023,1,2023-12-20,1630931,NGN,successful,bank_transfer,payment,11416.52
5024,1,2023-12-15,3926963,NGN,successful,ussd,payment,27488.74
5025,1,2023-12-19,1038051,NGN,successful,bank_transfer,payment,7266.36
5026,1,2023-12-13,10148427,NGN,successful,ussd,payment,71038.99
5027,1,2023-12-10,4695732,NGN,successful,card,payment,32870.12
5028,1,2023-12-13,10153674,NGN,successful,ussd,payment,71075.72
5029,1,2023-12-21,6497287,NGN,successful,bank_transfer,payment,45481.01
5030,1,2023-12-19,10237487,NGN,successful,bank_transfer,payment,71662.41
5031,1,2023-12-20,13759903,NGN,successful,ussd,payment,96319.32
5032,1,2023-12-15,4706734,NGN,successful,mobile_money,payment,32947.14
5033,1,2023-12-27,14057525,NGN,successful,mobile_money,payment,98402.68
5034,1,2023-12-07,4187425,NGN,successful,card,payment,29311.97
5035,1,2023-12-22,12285331,NGN,successful,ussd,payment,85997.32
5036,1,2023-12-19,13248973,NGN,successful,bank_transfer,payment,92742.81
5037,1,2023-12-16,11450935,NGN,pending,ussd,payment,0
5038,1,2023-12-12,10226840,NGN,successful,bank_transfer,payment,71587.88
5039,1,2023-12-24,3297254,NGN,successful,bank_transfer,payment,23080.78
5040,1,2023-12-11,6911479,NGN,successful,ussd,payment,48380.35
5041,1,2023-12-05,9042400,NGN,successful,mobile_money,payment,63296.8
5042,1,2023-12-27,9368918,NGN,successful,ussd,payment,65582.43
5043,1,2023-12-07,4734651,NGN,failed,card,payment,0
5044,1,2023-12-14,9172624,NGN,successful,ussd,payment,64208.37
5045,1,2023-12-02,1760133,NGN,successful,bank_transfer,payment,12320.93
5046,1,2023-12-20,12363649,NGN,pending,card,payment,0
5047,1,2023-12-28,7748112,NGN,failed,ussd,payment,0
5048,1,2023-12-20,1865377,NGN,successful,bank_transfer,payment,13057.64
5049,1,2023-12-20,1361747,NGN,successful,bank_transfer,payment,9532.23
5050,1,2023-12-08,1109212,NGN,successful,ussd,payment,7764.48
5051,1,2023-12-19,2394467,NGN,successful,mobile_money,payment,16761.27
